 1.1. Forest Formation, 1.2. Savanna Formation, 1.4 Floodable Forest (beta), 2.1. Wetland, 2.2. Grassland, 3.1. Pasture, 4.2. Urban Area, 5.1. River Lake and Ocean
-2.8372666666666646,-0.0009333333333333346,-0.09739999999999993,-0.10593333333333332,-0.025333333333333333,2.9921333333333333,0.002933333333333331,0.0740666666666665
-3.1512666666666718,-0.0019333333333333346,-0.07940000000000014,-0.09893333333333332,-0.017333333333333333,3.308133333333333,0.002933333333333331,0.03706666666666614
-3.3712666666666706,-0.0019333333333333346,-0.021400000000000308,-0.13493333333333335,-0.03333333333333333,3.4871333333333334,0.003933333333333332,0.07206666666666628
-4.127266666666671,-0.0019333333333333346,-0.012399999999999967,-0.12193333333333334,-0.012333333333333328,4.252133333333333,0.004933333333333331,0.019066666666666343
-5.284266666666667,-0.0019333333333333346,-0.03639999999999999,-0.12593333333333334,-0.008333333333333331,5.433133333333334,0.005933333333333332,0.01606666666666623
-6.369266666666661,-0.0019333333333333346,-0.04640000000000022,-0.11193333333333333,-0.00633333333333333,6.526133333333334,0.005933333333333332,0.003066666666666329
-7.36226666666667,-0.0019333333333333346,-0.03840000000000021,-0.13593333333333335,-0.034333333333333334,7.508133333333333,0.005933333333333332,0.056066666666666265
-8.015266666666662,-0.0019333333333333346,-0.03440000000000021,-0.12593333333333334,-0.017333333333333333,8.157133333333334,0.006933333333333331,0.02906666666666613
-8.811266666666668,-0.0029333333333333347,-0.04139999999999988,-0.11693333333333333,-0.01633333333333333,8.946133333333334,0.007933333333333332,0.019066666666666343
-9.60626666666667,-0.0029333333333333347,-0.08640000000000025,-0.18793333333333334,0.03566666666666667,9.784133333333333,0.008933333333333331,0.025066666666666126
-10.160266666666672,-0.0029333333333333347,-0.08340000000000014,-0.16493333333333332,0.03166666666666667,10.337133333333334,0.008933333333333331,0.003066666666666329
-10.554266666666663,-0.0019333333333333346,-0.07040000000000024,-0.0869333333333333,-0.021333333333333333,10.708133333333333,0.009933333333333332,0.003066666666666329
-10.641266666666667,-0.0019333333333333346,-0.055400000000000116,-0.05193333333333339,-0.02333333333333333,10.762133333333333,0.012933333333333331,-0.004933333333333678
-10.799266666666668,-0.0019333333333333346,-0.04740000000000011,-0.06893333333333329,-0.013333333333333329,10.905133333333334,0.017933333333333332,0.004066666666666219
-11.215266666666665,-0.0019333333333333346,-0.04139999999999988,-0.10293333333333332,0.056666666666666664,11.334133333333334,0.018933333333333333,-0.0549333333333335
-11.782266666666672,-0.0029333333333333347,-0.03440000000000021,-0.0779333333333333,0.05066666666666667,11.866133333333334,0.01993333333333333,-0.05993333333333384
-12.83926666666666,-0.0029333333333333347,-0.03739999999999988,0.02306666666666668,0.11366666666666667,12.660133333333333,0.02093333333333333,0.03506666666666636
-13.799266666666668,-0.0029333333333333347,-0.044399999999999995,-0.07093333333333329,0.09366666666666665,13.629133333333334,0.021933333333333332,0.14106666666666623
-14.706266666666664,-0.0029333333333333347,-0.03840000000000021,0.10506666666666664,0.07866666666666666,14.527133333333333,0.021933333333333332,-0.03493333333333393
-16.21926666666667,-0.0029333333333333347,-0.03440000000000021,0.014066666666666672,0.07366666666666666,16.00613333333333,0.022933333333333333,0.04606666666666648
-17.617266666666666,-0.0029333333333333347,-0.05040000000000022,-0.039933333333333376,0.11366666666666667,17.39013333333333,0.022933333333333333,0.08906666666666618
-18.986266666666666,-0.0029333333333333347,-0.01639999999999997,-0.08993333333333331,0.10966666666666666,18.719133333333332,0.022933333333333333,0.15306666666666624
-20.33326666666666,-0.0029333333333333347,-0.0024000000000001798,-0.20593333333333336,0.11466666666666667,20.104133333333337,0.022933333333333333,0.21106666666666607
