time,aet,ppt,tmax,tmin,mean temp
1985-12-31,82.706825,184.31293764467594,30.736517,20.918728,25.827621
1986-12-31,81.66563,154.52356047453705,30.345848,20.97788,25.661863
1987-12-31,85.27572,150.37196903935185,31.083174,21.235626,26.1594
1988-12-31,78.2216,125.26347294560185,31.005363,20.8374,25.921381
1989-12-31,77.64742,206.29048394097222,30.830439,20.316982,25.57371
1990-12-31,80.35426,163.2793185763889,30.45474,20.789717,25.622229
1991-12-31,77.379395,158.1522822627315,30.77066,20.96184,25.86625
1992-12-31,82.22389,166.29195601851853,30.556623,21.339144,25.947884
1993-12-31,83.98811,211.03513816550927,30.834639,20.69029,25.762465
1994-12-31,84.32134,205.56082175925928,31.124918,20.819305,25.972113
1995-12-31,83.26363,141.34363425925926,31.230032,20.917536,26.073784
1996-12-31,78.25794,189.00579788773152,30.923925,20.698738,25.81133
1997-12-31,81.76353,162.78706235532408,31.232237,20.853193,26.042715
1998-12-31,78.90107,127.06527777777778,31.838638,21.194105,26.516373
1999-12-31,86.97225,154.80346498842593,31.107931,20.650057,25.878992
2000-12-31,83.744995,179.2537254050926,31.179413,20.543333,25.861374
2001-12-31,86.26556,181.33756872106483,31.248938,20.687992,25.968466
2002-12-31,79.363335,187.8081344039352,31.53443,21.040083,26.287256
2003-12-31,85.13384,180.06097366898152,31.089537,20.527246,25.80839
2004-12-31,82.15795,165.62476851851852,31.554895,21.005928,26.28041
2005-12-31,84.16027,153.55584490740742,31.4238,20.948906,26.186354
2006-12-31,81.61974,201.5404875578704,31.403425,20.810665,26.107046
2007-12-31,77.23391,175.59910300925927,31.44187,20.695766,26.068817
2008-12-31,78.55524,207.16690538194447,31.262163,20.654394,25.95828
2009-12-31,81.40612,191.19731987847226,31.240631,21.261673,26.251152
2010-12-31,80.91019,196.0829318576389,31.620642,21.142668,26.381655
2011-12-31,78.00387,173.55000000000004,31.57164,21.243608,26.407623
2012-12-31,79.570465,180.2361472800926,31.41275,21.288113,26.350431
2013-12-31,79.14613,208.06686197916667,31.210077,21.296677,26.253378
2014-12-31,81.36379,228.5166015625,31.443975,21.78859,26.616282
2015-12-31,81.298225,186.83688874421296,32.033764,21.959074,26.996416
2016-12-31,85.69309,173.0709743923611,31.492323,21.263498,26.377909
2017-12-31,84.311455,179.57814308449076,31.442732,21.183592,26.313162
2018-12-31,81.77656,192.8820457175926,31.023666,20.877775,25.95072
2019-12-31,77.40795,213.7983543113426,31.497229,21.292694,26.394964
2020-12-31,81.45455,166.70252821180557,31.62316,21.432114,26.527636
2021-12-31,78.73324,182.10405815972226,31.358404,21.167145,26.262774
2022-12-31,83.91466,157.8853732638889,31.402718,21.126057,26.264387
